ind	href	item_name	value	extra_services
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Раскрой тканей, лазером. Автоматический комплекс	5 ₽ за услугу	
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Вышивка на одежде, брендирование, нашивки	от 200 ₽ за услугу	Машинная вышивка|от 200 ₽; Дизайн программа вышивки|от 100 ₽
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Машинная вышивка	от 599 ₽ за услугу	
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Пошив одежды оптом	200 ₽ за услугу	Пошив одежды|100 ₽; Изготовление лекал|100 ₽; Ещё 1 услуга
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Выкупаем перешиваем шубы	от 500 ₽ за услугу	Ремонт шубы|от 650 ₽
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Ремонт и Изготовление очков	150 ₽ за услугу	Изготовить очки по рецепту|от 1 500 ₽; Ремонт очков|от 500 ₽; Ещё 2 услуги
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Пошив штор на заказ	от 790 ₽ за услугу	Пошив штор|от 790 ₽
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Пошив: шопперы, авоськи, эко сумки + печать	от 170 ₽ за изделие	Пошив сумок шопперов|от 170 ₽
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Ремонт шуб, перекрой шуб, пошив шуб	от 400 ₽ за услугу	Ремонт шубы|от 400 ₽
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Меховое Ателье	от 2 000 ₽ за услугу	Пошив шубы|50 000 ₽; Ремонт шубы|2 000 ₽; Ещё 6 услуг
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Машинная вышивка на заказ	от 100 ₽ за услугу	Машинная вышивка|от 100 ₽; Дизайн машинной вышивки|от 400 ₽
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Швейный цех, производство одежды	500 ₽ за услугу	Пошив одежды|300 ₽; Производство одежды|300 ₽; Ещё 4 услуги
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Изготовление автомобильных ключей зажигания	от 999 ₽ за услугу	Изготовление автомобильных ключей|от 999 ₽ за ед.; Изготовление магнитных ключей|от 200 ₽; Ещё 9 услуг
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Ремонт и пошив одежды	от 550 ₽ за услугу	Замена молнии и замка|от 1 000 ₽; Ремонт кожи|от 1 000 ₽; Ещё 8 услуг
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Разработка лекал конструктор одежды	от 1 000 ₽ за услугу	
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Ювелирная мастерская - Изготовление, Ремонт	от 300 ₽ за услугу	
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Разработка лекал / конструктор одежды	от 3 000 ₽ за услугу	
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Пошив одежды для маркетплейсов, швейный цех	от 150 ₽ за услугу	Пошив одежды|от 350 ₽
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Ремонт очков.замена флекса.лазерная пайка	от 150 ₽ за услугу	ремонт|150 ₽; Изготoвлeниe очкoв на заказ по Вашeму рeцепту|500 ₽; Ещё 1 услуга
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Восстанавливаем вещи до состояния новых	от 100 ₽ за услугу	Химчистка обуви|1 290 ₽; Реставрация обуви|от 1 000 ₽; Ещё 3 услуги
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Вкпо	2 300 ₽ за услугу	
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Ремонт и пошив шуб	Цена договорная	
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Индивидуальный пошив эксклюзивного качества	от 5 000 ₽ за услугу	Ремонт одежды|от 1 500 ₽; Ремонт шубы|от 5 000 ₽; Ещё 9 услуг
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Римские шторы на заказ	от 2 000 ₽ за м²	Пошив штор|от 690 ₽; Пошив пледов и подушек|от 690 ₽
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Химчистка обуви и реставрация	от 1 500 ₽ за услугу	Ремонт обуви|1 500 ₽; Покраска обуви|1 000 ₽; Ещё 2 услуги
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Пошив и ремонт одежды на дому	от 500 ₽ за услугу	Пошив одежды|от 2 000 ₽; Ремонт изделий из меха|от 2 000 ₽; Ещё 6 услуг
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Прописка / ремонт ключей Mercedes-Benz	от 3 000 ₽ за услугу	Изготовление дубликата ключа|от 3 ₽; Изготовление автомобильных ключей|от 3 ₽; Ещё 3 услуги
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Вышивка на одежде, брендирование, нашивки	от 60 ₽ за услугу	Машинная вышивка|от 60 ₽
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Ремонт Apple Watch \ Замена стекла Apple Watch	от 700 ₽ за услугу	Замена батарейки|1 500 ₽; Замена стекла|2 500 ₽; Ещё 1 услуга
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Вязание на заказ Москва	Цена договорная	Вязание на заказ|Бесплатно; Производство одежды|Бесплатно
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Шевроны и вышивка на заказ	от 250 ₽ за услугу	
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Вышивка на одежде / Машинная вышивка	от 100 ₽ за услугу	Машинная вышивка|от 100 ₽
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Швейное производство. Полный цикл. От 100 единиц	от 300 ₽ за услугу	Пошив одежды|500 ₽; Машинная вышивка|200 ₽
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Пошив постельного белья на заказ	от 125 ₽ за услугу	Пошив штор|от 200 ₽; Пошив постельного белья|от 250 ₽; Ещё 3 услуги
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Ателье на дому	от 250 ₽ за услугу	
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Ремонт обуви	от 500 ₽ за услугу	Ремонт обуви|от 500 ₽; Замена молний|от 500 ₽; Ещё 8 услуг
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Швейное производство полного цикла	100 ₽ за услугу	Пошив одежды|100 ₽
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Швейный цех, пошив крупный опт трикотажная группа	100 ₽ за услугу	
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Машинная вышивка на носках на заказ – от 100 пар	от 70 ₽ за услугу	Вышивка|от 70 ₽ за ед.
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Закройщик/Раскройные услуги/Пошив одежды	от 5 ₽ за услугу	Пошив одежды|5 ₽; Производство одежды|5 ₽
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Швейное производство (цена договорная)	Цена договорная	Пошив одежды|от 125 ₽; Изготовление лекал|от 125 ₽; Ещё 10 услуг
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Вязание на заказ	от 1 000 ₽ за услугу	
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Скупка часов Apple Watch	33 333 ₽ за услугу	Скупка Apple Watch|33 333 ₽
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Машинная вышивка на заказ	от 100 ₽ за услугу	Машинная вышивка|от 100 ₽; Разработка дизайнов машинной вышивки|от 300 ₽
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Швейное производство, пошив одежды мелким оптом	от 50 000 ₽ за услугу	швейное производство|от 50 000 ₽; Производство одежды|от 50 000 ₽; Ещё 1 услуга
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Одежда пошив ремонт	от 100 ₽ за услугу	Пошив постельного белья|от 200 ₽
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Химчистка Dry Clean круглосуточно	от 500 ₽ за услугу	Химчистка брюк|от 500 ₽; Химчистка пальто|800 ₽ за ед.; Ещё 28 услуг
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Программирование ключей, защёлок и замков Мерседес	6 500 ₽ за услугу	Изготовление автомобильных ключей|6 500 ₽; Привязка/обнуление замка|4 000 ₽; Ещё 4 услуги
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Пошив штор на заказ. Римские шторы	от 3 000 ₽ за м²	Пошив штор|от 3 000 ₽; Пошив пледов и подушек|от 3 000 ₽; Ещё 6 услуг
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Пошив одежды на заказ опт. Швейное производство	от 125 ₽ за услугу	Пошив одежды|от 125 ₽; Ремонт одежды|от 50 ₽; Ещё 4 услуги
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Изготовление автомобильных ключей с чипом	от 500 ₽ за услугу	Изготовление автомобильных ключей|от 500 ₽; Изготовление дубликата ключа|от 200 ₽; Ещё 2 услуги
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Массовый пошив футболок оптом	100 ₽ за изделие	Футболка|от 100 ₽ за ед.; ТОП|от 80 ₽ за ед.; Ещё 3 услуги
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Изготовление автомобильных ключей с чипом	от 500 ₽ за услугу	Изготовление автомобильных ключей|от 500 ₽; Изготовление дубликата ключа|от 200 ₽; Ещё 2 услуги
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Ремонт изготовление ювелирных изделий и бижутерии	от 500 ₽ за услугу	Лазерная гравировка|от 1 000 ₽; Пайка|от 500 ₽; Ещё 8 услуг
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Пошив чехлов на любую мебель	3 000 ₽ за услугу	
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Ремонт и покраска курток	от 500 ₽ за услугу	Покраска курток|от 500 ₽
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Пошив штор на заказ, выезд дизайнера с образцами	от 850 ₽ за услугу	Пошив штор|500 ₽; Пошив пледов и подушек|500 ₽; Ещё 3 услуги
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Ремонт обуви, сумок и чемоданов	от 500 ₽ за услугу	Ремонт обуви|от 500 ₽; Замена набойки муж.|от 800 ₽; Ещё 36 услуг
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Реставрация и ремонт кожаных изделий	от 350 ₽ за услугу	
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Заточка ножей для стрижки животных груминг	от 400 ₽ за услугу	Заточка грумерского инструмента|от 250 ₽; Нанесение микронасечки|400 ₽
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Вскрытие дверей	Цена договорная	Замена или установка замка|Бесплатно; Изготовление ключей для ворот|Бесплатно; Ещё 1 услуга
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Пошив вечерних и свадебных платьев, корсетов	от 10 000 ₽ за услугу	Пошив одежды|от 10 000 ₽
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Ремонт, пошив и перекрой изделий из меха и кожи	1 000 ₽ за услугу	Ремонт изделий из меха|500 ₽; Ремонт шубы|500 ₽
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	3D моделирование ювелирных изделий и обучение 3D	от 600 ₽ за услугу	stl колец|от 1 000 ₽; 3D колец|от 1 000 ₽; Ещё 4 услуги
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Изготовление и продажа автомобильных ключей	от 400 ₽ за услугу	Изготовление дубликата ключа|от 150 ₽; Изготовление автомобильных ключей|от 350 ₽; Ещё 4 услуги
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Ювелирная мастерская	от 400 ₽ за услугу	Ремонт очков|от 500 ₽
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Вязанная одежда ручной работы под заказ	1 000 ₽ за услугу	Вязание на заказ|1 000 ₽
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Разработка лекал одежды, конструктор, выкройки	от 1 500 ₽ за услугу	
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Швейный цех в Москве	от 600 ₽ за изделие	Пошив одежды|от 600 ₽ за ед.; Производство одежды|от 600 ₽ за ед.
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Покрасить, перешить шубу, мех и кожу	5 000 ₽ за услугу	Ремонт шубы|от 500 ₽; Ремонт кожи|от 500 ₽; Ещё 9 услуг
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Ремонт очков	Цена договорная	Замена флекс|1 500 ₽; Сварка титановой оправы|2 000 ₽; Ещё 6 услуг
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Вязание на заказ	от 500 ₽ за услугу	Ремонт одежды|от 300 ₽; Вязание на заказ|от 500 ₽; Ещё 1 услуга
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Маркетинг, найм Швейным цехам	от 10 000 ₽ за услугу	Консультация. Аудит швейного цеха|от 10 000 ₽ за час; Съемка производства для ютуб|от 30 000 ₽; Ещё 3 услуги
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Maшинная вышивкa нa зaкaз	от 100 ₽ за услугу	Ремонт одежды|от 500 ₽; Машинная вышивка|от 500 ₽; Ещё 3 услуги
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Нарезка и изготовление авто ключей	от 1 000 ₽ за услугу	Изготовление дубликата ключа|от 1 000 ₽; Изготовление автомобильных ключей|от 1 000 ₽; Ещё 1 услуга
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Вышивка на одежде	от 149 ₽ за услугу	Машинная вышивка|от 149 ₽; Обучение|5 000 ₽
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Пошив одежды	100 ₽ за услугу	Пошив одежды|от 200 ₽ за ед.
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Услуги кроя	от 100 ₽ за услугу	Изготовление лекал|от 500 ₽; Пошив одежды|от 300 ₽
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Штопка джинс и одежды	500 ₽ за услугу	Ремонт одежды|500 ₽; Замена молнии и замка|500 ₽; Ещё 3 услуги
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Пошив одежды оптом, швейное производство	100 ₽ за услугу	Ремонт одежды|100 ₽; Машинная вышивка|50 ₽; Ещё 7 услуг
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Сценические костюмы, танцевальные костюмы	Цена договорная	
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Ремонт, химчистка, реставрация обуви и сумок	300 ₽ за услугу	
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Прачечная, химчистка, клининг	от 200 ₽ за услугу	Химчистка брюк|750 ₽; Химчистка пальто|1 800 ₽; Ещё 3 услуги
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Изготовление ювелирных изделий на заказ	от 800 ₽ за услугу	Лазерная гравировка|от 1 500 ₽; Механическая гравировка|от 2 000 ₽; Ещё 11 услуг
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Машинная вышивка	от 100 ₽ за изделие	Вышивка|от 100 ₽
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Пошив одежды оптом. Швейный цех	от 100 ₽ за услугу	
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Пошив спецодежды оптом	500 ₽ за услугу	
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Химчистка и реставрация кроссовок, обуви	от 500 ₽ за услугу	Химчистка обуви|от 500 ₽
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Шью на дому	Цена договорная	
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Машинная вышивка	от 301 ₽ за услугу	Машинная вышивка|от 301 ₽; Пошив одежды|от 300 ₽; Ещё 3 услуги
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Ювелирная мастерская	100 ₽ за услугу	
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Пошив женской одежды Luxe	от 8 000 ₽ за услугу	Пошив одежды|от 8 000 ₽; Подгонка по фигуре, ушивание одежды|от 3 000 ₽; Ещё 2 услуги
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Пошив рабочей одежды оптом	от 500 ₽ за услугу	Пошив одежды|500 ₽
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Пошив одежды Оптом	от 100 ₽ за услугу	Производство одежды|от 100 ₽; Пошив одежды|100 ₽; Ещё 1 услуга
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Программирование ключей иммобилайзера	от 2 000 ₽ за услугу	Програмирование чипа Peugeot Renault Citroen|1 500 ₽; Программирование ключей Peugeot Renault Citroen|от 2 500 ₽
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Швейный цех. Пошив женской одежды	от 1 300 ₽ за услугу	Пошив одежды|13 ₽
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Изготовление автомобильных ключей	от 1 000 ₽ за услугу	Замена корпуса|от 2 000 ₽; Чип для автозапуска|от 2 000 ₽; Ещё 2 услуги
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Создание креативных футболок	от 1 500 ₽ за услугу	Производство одежды|от 1 500 ₽
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Пошив танцевальных костюмов	Цена договорная	
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Реставрация, пошив и химчистка обуви, сумок	от 1 000 ₽ за услугу	Ремонт обуви|от 1 000 ₽; Покраска обуви|от 3 000 ₽; Ещё 3 услуги
0	https://www.avito.ru/moskva/predlozheniya_uslug/bytovye_uslugi-ASgBAgICAUSYC7CfAQ	Пошив женской/мужской/детской одежды	от 280 ₽ за услугу	Пошив одежды|от 280 ₽; Изготовление лекал|от 2 000 ₽
